id,author,title,periodical,year,number,month,date,pages,note,place
bolotin_detskay_1929,"Болотин, С.; Смирнова, В.","Детская книга в реконструктивный период","Литературная газета",1929,NA,12,16,NA,NA,отечественная
kalm_kudanos_1929,"Кальм, Д.","«Куда нос его ведет?»  Против халтуры в детской литературе. О стихах К. Чуковского и С. Маршака.","Литературная газета",1929,NA,12,16,NA,NA,отечественная
kalm_osovrem_1929,"Кальм, Д.","О современной детской книге","Литературная газета",1929,NA,12,23,NA,NA,отечественная
komsomo_1929,NA,"Комсомол и литература","Литературная газета",1929,NA,6,25,NA,NA,отечественная
bianki_pismode_1929,"Бианки, В.; Каверин, В.; Тынянов, Ю.; и др.","Письмо детской секции Ленинградского отдела ВССП [Возражения Д. Кальм]","Литературная газета",1929,NA,12,30,NA,NA,отечественная
gershenzon_pismavr_1929,"Гершензон, М.; Кальм, Д.","Письма в редакцию. [В связи с выступлением М. Гершензона на докладе о детской литературе]","Литературная газета",1929,NA,12,30,NA,NA,отечественная
kalm_faktyia_1929,"Кальм, Д.","Факты и автографы. [Об отсутствии руководства со стороны ГИЗа в области издания детских книг]","Литературная газета",1929,NA,12,30,NA,NA,отечественная
fedin_protivl_1929,"Федин, К.; Казаков, М.; Смирнова, В.; и др.","Против лжи и клеветы. [Возражение Д. Кальм.]","Литературная газета",1929,NA,12,30,NA,NA,отечественная
vrednay_1929,NA,"Вредная книжка","Литературная газета",1929,NA,12,30,NA,NA,отечественная
fedorchenko_sredstv_1929,"Федорченко, С. ; Остроумов, Л.","Средство воспитания строителей социализма","Литературная газета",1929,NA,12,30,NA,NA,отечественная
flerina_srebenk_1929,"Флерина, Е.","С ребёнком надо говорить всерьез","Литературная газета",1929,NA,12,30,NA,NA,отечественная
chukovskiy_ksporam_1929,"Чуковский, К. И.","К спорам о детской литературе","Литературная газета",1929,NA,12,30,NA,NA,отечественная
prushitskaya_vospita_1929,"Прушицкая, Р.","Воспитаем ленинцев","Литературная газета",1929,NA,12,30,NA,NA,отечественная
pokrovskaya_novyepu_1929,"Покровская, А. К.","Новые пути детской книги","Литературная газета",1929,NA,7,8,NA,NA,отечественная
khanin_sozhzhe_1930,"Ханин, Д.","Сожжение Маяковского","Литературная газета",1930,NA,7,10,NA,NA,отечественная
kalm_psevdod_1930,"Кальм, Д.","Псевдо-диспут о детской книге: (На докладе т. Разина в Доме печати)","Литературная газета",1930,NA,1,13,NA,NA,отечественная
vrednay_1930,NA,"Вредная книжка","Литературная газета",1930,NA,1,13,NA,NA,отечественная
kalm_odoshko_1930,"Кальм, Д.","О дошкольной книге. (На докладе тов. Е.А.Флериной в ЦД Рабис)","Литературная газета",1930,NA,2,17,NA,NA,отечественная
edinoei_1930,NA,"Единое издательство детской и юношеской литературы [Молодая гвардия]","Литературная газета",1930,NA,8,20,NA,NA,отечественная
drugov_vnimani_1930,"Другов, Б.","Внимание литературе в школе","Литературная газета",1930,NA,8,20,NA,NA,отечественная
kay_detibud_1930,Кэй,"Дети будут знать Маяковского","Литературная газета",1930,NA,7,25,NA,NA,отечественная
svirskiy_kmoimch_1930,"Свирский, А.","К моим читателям. [О том, как создавалась история моей жизни.]","Литературная газета",1930,NA,5,26,NA,NA,отечественная
d.k._nadispu_1930,"{Д. К.}","На диспуте","Литературная газета",1930,NA,1,27,NA,NA,отечественная
otkryty_1930,NA,"Открытые письма М. Горькому [По вопросам детской литературы]","Литературная газета",1930,NA,1,27,NA,NA,отечественная
pismavr_1930,NA,"Письма в редакцию","Литературная газета",1930,NA,2,3,NA,NA,отечественная
k_detskay_1930,{К.},"Детская литература — орудие классового воспитания","Литературная газета",1930,NA,1,6,NA,NA,отечественная
korenev_myborem_1930,"Коренев, Г.","Мы боремся за читателя","Литературная газета",1930,NA,1,6,NA,NA,отечественная
sverdlova_ochelov_1930,"Свердлова, К. ; Микини, Е. ; и др.","О человеке будущего","Литературная газета",1930,NA,1,6,NA,NA,отечественная
redacts_1930,NA,"Редакция журнала «Искорка» о человеке будущего","Литературная газета",1930,NA,1,6,NA,NA,отечественная
kolyuch_1930,NA,"«Колючий репей»","Литературная газета",1930,NA,1,6,NA,NA,отечественная
pertsov_opredel_1931,"Перцов, В.","О пределах биографизма в показе героев","Литературная газета",1931,NA,8,10,NA,NA,отечественная
l.g._politic_1931,"{Л. и Г.}","Политические позиции советского писателя должны быть четкими. В чем обвиняется Елена Бобинская","Литературная газета",1931,NA,1,14,NA,NA,отечественная
irkutov_nuzhenl_1931,"Иркутов, А.","Нужен ли детский писатель?","Литературная газета",1931,NA,1,14,NA,NA,отечественная
kalm_beimeil_1931,"Кальм, Д.","Бэ и Мэ или насчет бузы. Заметки на полях детских книг. [Обзор.]","Литературная газета",1931,NA,1,14,NA,NA,отечественная
emden_tsitade_1931,"Эмден, Э.","Цитадель халтуры. Требуем вмешательства комсомола и пионерорганизации","Литературная газета",1931,NA,1,14,NA,NA,отечественная
zhelobovskiy_slovode_1931,"Желобовский, И.","Слово детям","Литературная газета",1931,NA,1,14,NA,NA,отечественная
a_chtogov_1931,{А.},"Что говорят на западе о нашей детской книге","Литературная газета",1931,NA,1,14,NA,NA,отечественная
budembd_1931,NA,"Будем бдительны","Литературная газета",1931,NA,1,14,NA,NA,отечественная
bekker_putasvi_1931,"Беккер, М.","Путь А. Свирского","Литературная газета",1931,NA,2,4,NA,NA,отечественная
izalbom_1931,NA,"Из альбома гимназистки. Стихи Анны Донченко","Литературная газета",1931,NA,12,18,NA,NA,отечественная
grigoriev_podznak_1931,"Григорьев, М.","Под знаком формализма. [В. Каверин.]","Литературная газета",1931,NA,1,19,NA,NA,отечественная
rest_kakayak_1931,"Рест, Б.","Какая книжка нужна детям","Литературная газета",1931,NA,10,27,NA,NA,отечественная
bobinskaya_pismovr_1931,"Бобинская, Е.","Письмо в редакцию","Литературная газета",1931,NA,2,4,NA,NA,отечественная
zasovet_1931,NA,"За советскую детскую книгу","Литературная газета",1931,NA,2,4,NA,NA,отечественная
bor_protiva_1931,"Бор, А.","Против аполитичной «бессмысленки», против приспособленческой красной халтуры! За действенную коммунистическую детскую книжку","Литературная газета",1931,NA,2,9,NA,NA,отечественная
kolychev_detineu_1932,"Колычев, Ос.","Дети не узнают себя","Литературная газета",1932,NA,4,5,NA,NA,отечественная
stetskiy_nelepon_1932,"Стецкий, А.","Нелепо, неряшливо оформляется детская книга","Литературная газета",1932,NA,4,5,NA,NA,отечественная
barto_kritika_1932,"Барто, А.","Критика и помощь детской литературе","Литературная газета",1932,NA,4,5,NA,NA,отечественная
bagritsky_gdetrud_1932,"Багрицкий, Э.","Где трудности","Литературная газета",1932,NA,4,5,NA,NA,отечественная
grudskaya_pionery_1932,"Грудская, А.","Пионеры знают больше автора","Литературная газета",1932,NA,4,5,NA,NA,отечественная
rest_smotrde_1932,"Рест, Б.","Cмотр детской попутнической литературы","Литературная газета",1932,NA,4,5,NA,NA,отечественная
grozdov_ishaltu_1933,"Гроздов, Б.","Исхалтуренная бузина","Литературная газета",1932,NA,4,5,NA,NA,отечественная
chukovskiy_upravdo_1932,"Чуковский, К. И.","Управдом, или Дарвин","Литературная газета",1932,NA,9,11,NA,NA,отечественная
shklovskiy_opishch_1932,"Шкловский, В.","О пище богов и о Чарской","Литературная газета",1932,NA,4,5,NA,NA,отечественная
krupskaya_kakayak_1932,"Крупская, Н.","Какая книжка нужна нашим детям","Литературная газета",1932,NA,11,23,NA,NA,отечественная
gorky_pismomg_1933,"Горький, М.","Письмо М. Горького в «Литературную газету» о  Михаиле Пришвине","Литературная газета",1933,NA,4,11,NA,NA,отечественная
drugov_arkadiy_1933,"Другов, Б.","Аркадий Гайдар — писатель для детей","Литературная газета",1933,NA,8,11,NA,NA,отечественная
gorky_otemah_1933,"Горький, М.","О темах","Литературная газета",1933,NA,10,17,NA,NA,отечественная
shatilov_bezpere_1933,"Шатилов, Б.","Без перегибов!","Литературная газета",1933,NA,10,17,NA,NA,отечественная
svistunov_obuvlek_1933,"Свистунов, И.","Об увлекательном и полезном чтении. Еще о научно-фантастическом жанре","Литературная газета",1933,NA,10,17,NA,NA,отечественная
smirnova_eksperi_1933,"Смирнова, В.","Эксперименты необходимы","Литературная газета",1933,NA,10,17,NA,NA,отечественная
v.d._obshche_1933,"{В. Д.}","Общественность Чувашии — детям","Литературная газета",1933,NA,10,17,NA,NA,отечественная
niger_veselay_1933,Нигер,"Веселая книжка и веселые детские писатели. [К. Чуковский, С. Маршак, А. Барто]","Литературная газета",1933,NA,10,17,NA,NA,отечественная
paustovskiy_dovolno_1933,"Паустовский, К.","Довольно случайностей и случайных людей","Литературная газета",1933,NA,10,17,NA,NA,отечественная
evgenieva_detipre_1933,"Евгеньева, Гр.","Дети предъявляют счет","Литературная газета",1933,NA,10,17,NA,NA,отечественная
taratuta_slovoos_1933,"Таратута, Е.","Слово о сказке","Литературная газета",1933,NA,10,17,NA,NA,отечественная
zaizuch_1933,NA,"За изучением детских книг","Литературная газета",1933,NA,10,17,NA,NA,отечественная
rudermam_budemsa_1933,"Рудерман, М.","Будем сами разговаривать с читателем","Литературная газета",1933,NA,10,17,NA,NA,отечественная
barto_sozdadi_1933,"Барто, А.","Создадим свою творческую среду","Литературная газета",1933,NA,10,17,NA,NA,отечественная
novinskiy_naukuna_1933,"Новинский, И.","Науку — на службу ребенку. [Привлечение ученых к созданию детской книги]","Литературная газета",1933,NA,10,17,NA,NA,отечественная
smirnov_pisatel_1933,"Смирнов, Н. И.","Писатели, включайтесь в социалистическое воспитание детей!","Литературная газета",1933,NA,10,17,NA,NA,отечественная
teatrde_1933,NA,"Театр детской книги у Максима Горького","Литературная газета",1933,NA,9,17,NA,NA,отечественная
kafkundar_detskay_1933,Кафкундар,"Детская книжка в Осетии","Литературная газета",1933,NA,10,17,NA,NA,отечественная
krupskaya_nashimd_1933,"Крупская, Н.","Нашим ребятам нужна книжка, которая воспитывала бы из них подлинных интернационалистов","Литературная газета",1933,NA,10,17,NA,NA,отечественная
paustovskiy_uprekvo_1933,"Паустовский, К.","Упрек возвращаю. [Ответ В. Шкловскому на его статью «Исторический роман из общих представлений»]","Литературная газета",1933,NA,11,17,NA,NA,отечественная
shklovskiy_sudbash_1933,"Шкловский, В.","Исторический роман из общих представлений. [К. Паустовский «Судьба Шарля Лонсевиля»]","Литературная газета",1933,NA,11,17,NA,NA,отечественная
kassil_godyisa_1933,"Кассиль, Л.","Годы и сантиметры. [Писатель о себе]","Литературная газета",1933,NA,12,23,NA,NA,отечественная
fadeev_knigiag_1933,"Фадеев, А.","Книги А. Гайдара","Литературная газета",1933,NA,1,29,NA,NA,отечественная
krupskaya_odetsko_1933,"Крупская, Н.","О детской книжке","Литературная газета",1933,NA,3,29,NA,NA,отечественная
e.p._pochemu_1933,"{Е. П.}","Почему ухудшилось оформление детской книжки","Литературная газета",1933,NA,11,29,NA,NA,отечественная
shklovskiy_molierp_1933,"Шкловский, В.","Мольеровские парички. [К дискуссии об историческом романе]","Литературная газета",1933,NA,11,29,NA,NA,отечественная
marshak_knigidl_1933,"Маршак, С.","Книги для маленьких советских граждан","Литературная газета",1933,NA,12,29,NA,NA,отечественная
nechayev_knigiia_1933,"Нечаев, А.","Книги  и авторы научной фантастики","Литературная газета",1933,NA,9,5,NA,NA,отечественная
malakhov_zavoeva_1933,"Михалков, С.","Завоеванная песня. [Г. Фиш.]","Литературная газета",1933,NA,5,5,NA,NA,отечественная
krupska_1933,NA,"Н.К.Крупская у детских писателей. [А.Барто, З. Александрова, М. Рудеман]","Литературная газета",1933,NA,6,5,NA,NA,отечественная
lebedev_vitalyb_1934,"Лебедев, В.","Виталий Бианки","Литературная газета",1934,NA,5,10,NA,NA,отечественная
kamenogorskiy_svoyaze_1934,"Каменогорский, А.","Своя земля под ногами. [Л. Кассиль]","Литературная газета",1934,NA,8,10,NA,NA,отечественная
smirnova_moytova_1934,"Смирнова, В.","Мой товарищ — Гайдар","Литературная газета",1934,NA,4,12,NA,NA,отечественная
chachko_yazykde_1934,"Чачко, М.","Язык детской литературы. [А. Толстой, Л. Кассиль, А. Гайдар, С. Маршак]","Литературная газета",1934,NA,9,12,NA,NA,отечественная
ilyin_novomuc_1934,"Ильин, М.","Новому читателю — новую книгу. [Научно-художественная книга]","Литературная газета",1934,NA,8,12,NA,NA,отечественная
abramov_fokusni_1934,"Абрамов, А.","Фокусник Чудодеев [О творчестве М. Ильина]","Литературная газета",1934,NA,8,15,NA,NA,отечественная
bagritskiy_pesniro_1934,"Багрицкий, Э. ; Шабад, Е.","Песни ровесников пятилетки [З. Александрова]","Литературная газета",1934,NA,NA,NA,NA,NA,отечественная
chukovskiy_opatomy_1934,"Чуковский, К. И.","Опять о Мюнхгаузене","Литературная газета",1934,NA,8,2,NA,NA,отечественная
neznamov_portret_1934,"Незнамов, П.","Портрет писателя. [Л. Пантлеев]","Литературная газета",1934,NA,6,20,NA,NA,отечественная
khokhlov_otchety_1934,"Хохлов, Г.","От четырнадцати и старше. [К. Паустовский]","Литературная газета",1934,NA,7,20,NA,NA,отечественная
kamenogorsky_pisatel_1934,"Каменогорский, А.","Писатель старый и писатели совсем молодые","Литературная газета",1934,NA,8,20,NA,NA,отечественная
marshak_pokoroc_1934,"Маршак, С.","Покороче, поясней, попонятней, посложней. [Доклад на съезде писателей]","Литературная газета",1934,NA,7,22,NA,NA,отечественная
feerich_1934,NA,"Феерические сказки по-фашистски","Литературная газета",1934,NA,NA,NA,NA,NA,отечественная
shvarts_detskay_1934,"Шварц, Е.","Детская литература и драматургия","Литературная газета",1934,NA,8,21,NA,NA,отечественная
b.m._utrenni_1934,{Б.М.},"Утренний вечер (об утреннике в честь А. Барто)","Литературная газета",1934,NA,NA,NA,NA,NA,отечественная
b.m._molodye_1934,{Б.М.},"Молодые писатели — детской литературе","Литературная газета",1934,NA,2,22,NA,NA,отечественная
begak_verasmi_1934,"Бегак, Б.","Вера Смирнова","Литературная газета",1934,NA,5,22,NA,NA,отечественная
zabila_obodnom_1934,"Забила, Н.","Об одном важном вопросе. [О творческой взаимосвязи литератур народов СССР для детей]","Литературная газета",1934,NA,8,23,NA,NA,отечественная
kassil_oberezh_1934,"Кассиль, Л.","О бережном отношении к будущему. [Выступление на Первом съезде писателей]","Литературная газета",1934,NA,8,23,NA,NA,отечественная
azadovskiy_stoletk_1934,"Азадовский, М.","Сто лет «Конька-Горбунка»","Литературная газета",1934,NA,4,24,NA,NA,отечественная
grits_boriszh_1934,"Гриц, Т.","Борис Житков","Литературная газета",1934,NA,2,28,NA,NA,отечественная
smirnova_detskay_1934,"Смирнова, В.","Детская литература на Украине","Литературная газета",1934,NA,7,3,NA,NA,отечественная
gr_a_korichn_1934,"Гр. А.","Коричневая культура. [Детская литература фашистской Германии]","Литературная газета",1934,NA,12,4,NA,NA,отечественная
barto_detskim_1934,"Барто, А.","Детским писателем нужно родиться","Литературная газета",1934,NA,1,5,NA,NA,отечественная
gruzd_kritiku_1934,"Грузд, Г.","Критику 11 лет","Литературная газета",1934,NA,3,6,NA,NA,отечественная
begak_marshak_1934,"Бегак, Б.",Маршак,"Литературная газета",1934,NA,4,20,NA,NA,отечественная
begak_korneyc_1934,"Бегак, Б.","Корней Чуковский","Литературная газета",1934,NA,4,6,NA,NA,отечественная
sher_agniyab_1934,"Шер, Н. С.","Агния Барто","Литературная газета",1934,NA,5,6,NA,NA,отечественная
ya.e._delonev_1934,"{Я. Э.}","Дело не в арифметике","Литературная газета",1934,NA,2,8,NA,NA,отечественная
n.v._bezkriti_1934,"{Н. В.}","Без критического анализа. [А. Кожевников]","Литературная газета",1934,NA,3,8,NA,NA,отечественная
begak_oveselo_1935,"Бегак, Б.","О веселой книжке","Литературная газета",1935,20(511),NA,NA,NA,NA,отечественная
kassil_polozhi_1935,"Кассиль, Л.","Положительный ребячий герой","Литературная газета",1935,32(523),NA,NA,NA,NA,отечественная
smirnova_myotvet_1935,"Смирнова, В.","Мы ответственны. [О состоянии критики]","Литературная газета",1935,32(523),NA,NA,NA,NA,отечественная
ivanter_razvenc_1935,"Ивантер, Б.","Развенчать романтику хулиганства","Литературная газета",1935,32(523),NA,NA,NA,NA,отечественная
semashko_knigaiv_1935,"Семашко, Н.","Книга и воспитание ребенка","Литературная газета",1935,32(523),NA,NA,NA,NA,отечественная
timofeev_literat_1935,"Тимофеев, Л.","Литература в школе","Литературная газета",1935,62(553),NA,NA,NA,NA,отечественная
shklovskiy_obeduar_1935,"Шкловский, В.","Об Эдуарде [Багрицком]","Литературная газета",1935,9(500),NA,NA,NA,NA,отечественная
chukovskiy_rabotan_1935,"Чуковский, К.","Работа над сказкой","Литературная газета",1935,69(560),NA,NA,NA,NA,отечественная
barto_zhdempe_1935,"Барто, А.","Ждем первой настоящей статьи","Литературная газета",1935,4(495),NA,NA,NA,NA,отечественная
chukovskiy_detskiy_1935,"Чуковский, К.","Детский сахарин. [Н. Венгров «Песенки с картинками для маленьких»]","Литературная газета",1935,22(513),NA,NA,NA,NA,отечественная
kazakov_ofantas_1935,"Казаков, М.","О фантастических произведениях","Литературная газета",1935,28(519),NA,NA,NA,NA,отечественная
semashko_vynuzhd_1935,"Семашко, Н.","Вынужденный ответ","Литературная газета",1935,34(525),NA,NA,NA,NA,отечественная
bulatov_folklor_1935,"Булатов, М.","Фольклор — детям","Литературная газета",1935,46(537),NA,NA,NA,NA,отечественная
nikiforov_aleksan_1935,"Никифоров, Б. М.","Александр Дейнека","Литературная газета",1935,58(549),NA,NA,NA,NA,отечественная
roskin_vospita_1935,"Роскин, А.","Воспитание чувств. [«Военная тайна» А. Гайдара]","Литературная газета",1935,35(526),NA,NA,NA,NA,отечественная
chagodaev_favorsk_1935,"Чегодаев, А.",Фаворский,"Литературная газета",1935,65(556),NA,NA,NA,NA,отечественная
Khokhlov_zametki_1935,"Хохлов, Г.","Заметки о детских журналах. [«Пионер»]","Литературная газета",1935,51(542),NA,NA,NA,NA,отечественная
khokhlov_murzilk_1935,"Хохлов, Г.","Заметки о детских журналах. [«Мурзилка»]","Литературная газета",1935,48(539),NA,NA,NA,NA,отечественная
khokhlov_yezhzam_1935,"Хохлов, Г.","Заметки о детских журналах. [«Еж»]","Литературная газета",1935,44(535),NA,NA,NA,NA,отечественная
khokhlov_chizhza_1935,"Хохлов, Г.","Заметки о детских журналах. [«Чиж»]","Литературная газета",1935,41(532),NA,NA,NA,NA,отечественная
bolotnikov_realizm_1935,"Болотников, А.","Реализм и фантастика","Литературная газета",1935,24(515),NA,NA,NA,NA,отечественная
viktorov_kanevsk_1935,"Викторов, Э.",Каневский,"Литературная газета",1935,67(558),NA,NA,NA,NA,отечественная
semashko_okritik_1935,"Семашко, Н.","О критике критиков. (Журнал «Детская литература»)","Литературная газета",1935,31(522),NA,NA,NA,NA,отечественная
kubikov_svirski_1935,"Кубиков, И.","А. И. Свирский","Литературная газета",1935,56(547),NA,NA,NA,NA,отечественная
bolotnikov_zhiznza_1935,"Болотников, А.","Жизнь замечательных людей. [Обзор]","Литературная газета",1935,68(559),NA,NA,NA,NA,отечественная
khokhlov_prozhit_1935,"Хохлов, Г.","Про Житкова","Литературная газета",1935,68(559),NA,NA,NA,NA,отечественная
berezov_nezaslu_1936,"Березов, П.","Незаслуженно забытый писатель. [Д. Крутиков]","Литературная газета",1936,2(565),NA,NA,NA,NA,отечественная
chukovskiy_poetiza_1936,"Чуковский, К.","Поэты, защищайте поэзию!","Литературная газета",1936,NA,2,10,NA,NA,отечественная
zelinskiy_pedagog_1936,"Зелинский, К.","Педагогика и поэзия","Литературная газета",1936,8(571),NA,NA,NA,NA,отечественная
zhitkov_oproizv_1936,"Житков, Б.","О «производственной» книге","Литературная газета",1936,51(614),NA,NA,NA,NA,отечественная
nivin_sovetsk_1936,"Нивин, Н.","Советская графика за пять лет","Литературная газета",1936,27(590),NA,NA,NA,NA,отечественная
gorky_ofenomi_1936,"Горький, М.","О Фениморе Купере","Литературная газета",1936,71(634),NA,NA,NA,NA,отечественная
danko_olitera_1936,"Данько, Е.","О литературной критике","Литературная газета",1936,59(622),NA,NA,NA,NA,отечественная
barun_detskay_1936,"Барун, Р.","Детская литература на Украине","Литературная газета",1936,5(568),NA,NA,NA,NA,отечественная
danko_oformle_1936,"Данько, Е.","Оформление детской книги. [Выступление на совещании по детской литературе при ЦК ВЛКСМ]","Литературная газета",1936,5(568),NA,NA,NA,NA,отечественная
tyrsa_slovohu_1936,"Тырса, Н.","Слово художника. [Выступление на совещании по детской литературе при ЦК ВЛКСМ]","Литературная газета",1936,5(568),NA,NA,NA,NA,отечественная
zabolsh_1936,NA,"За большую детскую литературу","Литературная газета",1936,5(568),NA,NA,NA,NA,отечественная
smirnova_knigaza_1936,"Смирнова, В.","«Книга за книгой». [Обзор серии]","Литературная газета",1936,60(623),NA,NA,NA,NA,отечественная
namnuzh_1936,NA,"Нам нужна чуткая и принципиальная критика","Литературная газета",1936,31(594),NA,NA,NA,NA,отечественная
paustovskiy_passkaz_1936,"Паустовский, К.","Рассказы Гребнева","Литературная газета",1936,19(582),NA,NA,NA,NA,отечественная
seidzade_krepche_1936,Сеид-Заде,"Крепче связь. [Азербайджанская детская литература]","Литературная газета",1936,73(636),NA,NA,NA,NA,отечественная
zadachi_1936,NA,"Задачи Детиздата","Литературная газета",1936,73(636),NA,NA,NA,NA,отечественная
borbaza_1936,NA,"Борьба за детскую литературу","Литературная газета",1936,73(636),NA,NA,NA,NA,отечественная
izdanie_1936,NA,"Издание детской литературы — общегосударственное дело","Литературная газета",1936,73(636),NA,NA,NA,NA,отечественная
chukovskiy_nuzhopo_1936,"Чуковский, К.","Нужно поспевать за ростом детей","Литературная газета",1936,73(636),NA,NA,NA,NA,отечественная
paustovskiy_skazoch_1936,"Паустовский, К.","Сказочник.[А. Грин]","Литературная газета",1936,1(564),NA,NA,NA,NA,отечественная
shabad_detizda_1936,"Шабад, Е.; Лундберг, Е.","Детиздат и сказки","Литературная газета",1936,56(619),NA,NA,NA,NA,отечественная
brainina_kaklyud_1937,"Брайнина, Б.","Как люди поднимаются к жизни. [Р. Фраерман]","Литературная газета",1937,31(667),NA,NA,NA,NA,отечественная
r.ya._problem_1937,"{Р. Я.}","Проблемы детской драматургии","Литературная газета",1937,31(667),NA,NA,NA,NA,отечественная
kon_klevetn_1937,"Кон, Л.","Клеветнический журнал. [«Сверчок» ]","Литературная газета",1937,50(686),NA,NA,NA,NA,отечественная
neznamov_stihimi_1937,"Незнамов, П.","Стихи Михалкова","Литературная газета",1937,"44 (680)",NA,NA,NA,NA,отечественная
eidelman_pionerp_1937,"Эйдельман, Я.","По страницам детских журналов [«Пионер»]","Литературная газета",1937,44(680),NA,NA,NA,NA,отечественная
malakhov_sovetsk_1937,"Малахов, К.","Советский исторический роман","Литературная газета",1937,21(657),NA,NA,NA,NA,отечественная
makarenko_izknigi_1937,А.Макаренко,"Из «Книги для родителей»","Литературная газета",1937,39(675),NA,NA,NA,NA,отечественная
pelson_dvenovi_1937,"Пельсон, Е.","Две новые книги М. Пришвина. Беседа с писателем","Литературная газета",1937,"63 (699)",NA,NA,NA,NA,отечественная
olesha_ofantas_1937,"Олеша, Ю.","О фантастике Уэллса","Литературная газета",1937,52(688),NA,NA,NA,NA,отечественная
eidelman_postran_1937,"Эйдельман, Я.","По страницам детских журналов [«Костер»]","Литературная газета",1937,40(676),NA,NA,NA,NA,отечественная
olesha_pismopi_1937,"Олеша, Ю.","Письмо писателю Паустовскому. [Об А. Грине]","Литературная газета",1937,46(682),NA,NA,NA,NA,отечественная
fish_rastush_1937,"Фиш, Г.","Растущий писатель. [Е. Немирова]","Литературная газета",1937,"53 (689)",NA,NA,NA,NA,отечественная
panteleev_yumorig_1937,"Пантелеев, Л.","Юмор и героика в детской книге","Литературная газета",1937,1(637),NA,NA,NA,NA,отечественная
kon_yumorvd_1937,"Кон, Л.","Юмор в детской литературе","Литературная газета",1937,7(643),NA,NA,NA,NA,отечественная
kassil_deloona_1937,"Кассиль, Л.","Дело о напиcании. [Журнал «Детская литература»]","Литературная газета",1937,66(702),NA,NA,NA,NA,отечественная
kremnev_pisatel_1938,"Кремнев, В.","Писатель остался один. [А. Беляев]","Литературная газета",1938,8(715),NA,NA,NA,NA,отечественная
el-registan_konstan_1938,Эль-Регистан,"Константин Паустовский","Литературная газета",1938,8(715),NA,NA,NA,NA,отечественная
lobach-zhuchenko_zhulver_1938,"Лобач-Жученко, Б. М.","Жюль Верн","Литературная газета",1938,8(715),NA,NA,NA,NA,отечественная
tarasenkov_shutnik_1938,"Тарасенков, А.","Шутники из Учпедгиза. [В. А. Мануйлов «Литературные игры»]","Литературная газета",1938,50(757),NA,NA,NA,NA,отечественная
shklovskiy_operede_1938,"Шкловский, В.","О переделках и классиках [План Детиздата на 1939 г.]","Литературная газета",1938,62(769),NA,NA,NA,NA,отечественная
ivanovich_khorosh_1938,"Иванович, В.","Хороший почин и плохая продукция. [Недостатки детской литературы, выпускаемой областными издательствами]","Литературная газета",1938,3(710),NA,NA,NA,NA,отечественная
shklovskiy_oromane_1938,"Шкловский, В.","О романе приключений","Литературная газета",1938,15(722),NA,NA,NA,NA,отечественная
mikhalkov_pochemu_1938,"Михалков, С.","Почему я люблю переводить стихи Квитко","Литературная газета",1938,21(728),NA,NA,NA,NA,отечественная
perovskaya_bolshay_1938,"Перовская, О.","Большой художник — детям. [М. М. Пришвин]","Литературная газета",1938,51(758),NA,NA,NA,NA,отечественная
belyayev_zolushk_1938,"Беляев, А.","Золушка. [О научной фантастике]","Литературная газета",1938,"27 (734) (15 май)",5,15,NA,NA,отечественная
rahtanov_detskay_1938,"Рахтанов, И.","Детская повесть Льва Кассиля","Литературная газета",1938,"27 (734) (15 май)",5,15,NA,NA,отечественная
makarenko_vospita_1938,"Макаренко, А.","Воспитательное значение детской литературы","Литературная газета",1938,27(734),NA,NA,NA,NA,отечественная
brushtein_dramatu_1938,"Бруштейн, А.","Драматургия принцессы Сурфуран. [К обсуждению тематического плана Детиздата на 1935 г. ]","Литературная газета",1938,63(770),NA,NA,NA,NA,отечественная
ehrlich_silamec_1938,"Эрлих, А.","Сила мечты. [Л. Кассиль «Черемыш - брат героя»]","Литературная газета",1938,69(776),NA,NA,NA,NA,отечественная
roskin_neskolk_1938,"Роскин, А.","Несколько резких слов. [Журнал «Детская литература»]","Литературная газета",1938,28(735),NA,NA,NA,NA,отечественная
kaverin_oretsen_1938,"Каверин, В.; Слонимский, М.; Шварц, Е.","О рецензентах детских книг","Литературная газета",1938,34(741),NA,NA,NA,NA,отечественная
litvinov_horosha_1938,"Литвинов, В. ; Райхин, Д.","Хорошую книгу советской школе. [Недочеты плана «Школьная библиотека» Детиздата]","Литературная газета",1938,70(777),NA,NA,NA,NA,отечественная
smirnova_dvoynay_1938,"Смирнова, В.","Двойная победа. [Л. Квитко]","Литературная газета",1938,23(730),NA,NA,NA,NA,отечественная
belyayev_fantast_1938,"Беляев, А.","Фантастика, а не фантазирование. [Г. Гребнев «Арктания»]","Литературная газета",1938,47(754),NA,NA,NA,NA,отечественная
volpe_oborise_1938,"Вольпе, Ц.","О Борисе Житкове","Литературная газета",1938,59(766),NA,NA,NA,NA,отечественная
pelson_fantast_1938,"Пельсон, Е.","Фантастика наших дней. Совещание о приключенческой литературе в ЦК ВЛКСМ","Литературная газета",1938,6(713),NA,NA,NA,NA,отечественная
kononenko_vpoiska_1938,"Кононенко, Е.; Бойм, А.","В поисках старшего друга [Задачи журнала «Пионер»]","Литературная газета",1938,18(725),NA,NA,NA,NA,отечественная
fraerman_rasskaz_1938,"Фраерман, Р.","Рассказы и очерки Михаила Лоскутова","Литературная газета",1938,48(755),NA,NA,NA,NA,отечественная
